"id_producto","nombre","categoria","precio","costo","stock","proveedor","fecha_ingreso","activo","rating"
"250","Actividades Antonio","Libros","853.05","482.38","308","Inversiones Quero & Asociados S.L.","2025-01-17","True","2.3"
"251","Sueño Frente","Juguetes","666.98","458.79","158","Consultoría Taboada & Asociados S.C.P","2025-06-22","False","1.5"
"252","Hijo Ha","Libros","938.62","158.24","192","Héctor Rozas Jurado S.L.","2025-06-03","False","4.3"
"253","Desde Natural","Libros","705.8","473.82","350","Costa y Lozano S.Coop.","2025-01-03","True","3.6"
"254","Dijo Mejor","Moda","513.4","14.02","158","Construcción WLSC S.Com.","2024-02-27","True","4.8"
"255","Hermano Conseguir","Deportes","948.19","245.7","115","Familia Pablo S.A.","2025-09-25","True","1.6"
"256","Generales Habla","Deportes","845.98","55.06","394","Grupo Rubio S.L.L.","2025-08-01","True","3.6"
"257","Fernando Hecho","Juguetes","139.74","191.48","83","Galán & Asociados S.A.U","2024-02-17","True","4.3"
"258","Cuya Ser","Juguetes","810.95","86.94","224","Inmobiliaria Globales S.L.","2024-04-19","True","2.6"
"259","Fin Local","Libros","722.39","484.95","312","Puig & Asociados S.Coop.","2024-07-08","False","4.0"
"260","Trabajar Vivir","Moda","241.66","123.39","494","Desarrollo Rueda y asociados S.A.","2025-06-03","False","4.6"
"261","Capaz Por","Hogar","374.16","473.83","225","Renata Pedrosa Tovar S.Coop.","2024-08-11","False","4.1"
"262","Millones Quien","Moda","507.88","212.24","82","Distribuciones QRES S.L.N.E","2024-04-07","True","4.2"
"263","Alta Humanos","Hogar","874.27","30.83","246","Compañía Piñol S.Com.","2025-01-09","False","3.2"
"264","Bueno Teoría","Electrónicos","714.29","260.38","63","Manufacturas del Norte S.C.P","2025-08-30","False","1.3"
"265","Constitución Encima","Hogar","280.06","453.13","75","Fábrica Ibéricos S.L.","2024-08-15","False","1.4"
"266","Encontrar Pedro","Hogar","818.54","442.89","476","Tecnologías DS S.A.","2024-12-21","True","2.7"
"267","Imposible Civil","Moda","506.99","121.71","41","Restauración Díaz & Asociados S.Coop.","2024-03-11","False","1.9"
"268","Nacional Cualquier","Deportes","931.52","420.39","332","Comercializadora Puig y asociados S.Coop.","2025-07-21","False","4.2"
"269","Estilo Muestra","Hogar","47.92","459.11","241","Rosado y asociados S.A.","2025-06-03","True","4.0"
"270","Ha Decía","Moda","454.12","7.6","40","Páez y asociados S.A.","2025-07-26","True","2.0"
"271","Recursos Poder","Hogar","553.32","364.98","270","Despacho Tomé y asociados S.A.","2025-02-16","False","1.4"
"272","Personas Abril","Deportes","245.26","65.31","122","Quintana y Izquierdo S.Com.","2025-07-27","False","3.6"
"273","Defensa Artículo","Juguetes","462.54","59.87","463","Grupo Cazorla S.L.L.","2024-02-02","False","3.4"
"274","Energía Construcción","Electrónicos","635.64","289.65","367","Hnos Cerdá S.Coop.","2025-03-05","True","2.2"
"275","Próximo Últimos","Electrónicos","618.66","124.08","213","Suministros SS S.Com.","2025-04-17","True","3.7"
"276","Anterior Dicen","Electrónicos","528.25","183.5","488","Consultoría Dávila y asociados S.L.","2025-04-13","True","2.6"
"277","Sin Mismos","Moda","53.1","196.51","191","Coral Osorio Arcos S.L.N.E","2025-06-29","False","4.0"
"278","Media Nos","Deportes","790.63","175.68","375","Raimundo Alcolea Belda S.L.N.E","2025-06-22","True","4.1"
"279","También Cosa","Libros","759.11","71.04","180","Transportes del Levante S.L.N.E","2025-05-22","False","4.3"
"280","Allá Aquellas","Hogar","832.08","343.92","356","Huertas y Zabala S.L.","2024-03-11","False","3.5"
"281","Proyectos Situación","Hogar","72.47","389.21","234","Alarcón & Asociados S.Coop.","2024-02-25","True","2.2"
"282","Hubo Aparece","Electrónicos","793.2","443.47","161","Soluciones Españolas S.L.N.E","2024-03-31","False","3.1"
"283","Teoría Puntos","Juguetes","478.67","23.13","331","Servicios del Norte S.L.","2025-09-01","True","2.1"
"284","Sabía Fuerza","Electrónicos","867.14","169.3","63","Hnos Esparza S.C.P","2024-06-17","False","2.7"
"285","Figura Estuvo","Moda","745.87","447.85","197","Promociones Inteligentes S.A.T.","2024-02-12","False","4.9"
"286","Doctor Cuatro","Moda","695.15","186.84","408","Marta Morata Mena S.Coop.","2025-06-11","False","4.2"
"287","Mejor Partes","Libros","430.25","218.15","421","Carpio & Asociados S.Com.","2024-10-30","True","3.2"
"288","Oposición Ocasión","Deportes","111.57","167.32","151","Familia Roman S.L.N.E","2024-01-09","False","2.8"
"289","Este Miembros","Libros","431.85","346.43","179","Finanzas Cortina S.L.N.E","2025-09-04","False","1.2"
"290","Fin Sociales","Deportes","618.7","220.3","327","Compañía Prado S.L.N.E","2024-05-31","True","1.3"
"291","Asunto Existencia","Libros","412.15","258.98","383","Servicios Ayuso S.L.L.","2024-11-20","True","4.8"
"292","Siguiente Militar","Hogar","850.18","340.65","224","Hnos Galán S.L.","2024-12-13","True","1.5"
"293","Esas Millones","Hogar","780.73","186.33","196","Ángeles Lobato Sarmiento S.Com.","2024-10-08","True","3.4"
"294","Países Ello","Libros","455.42","188.63","227","Vila y Alcaraz S.L.","2025-05-05","True","3.3"
"295","Antes B","Juguetes","373.28","160.62","142","Criado y Ibáñez S.L.L.","2024-07-20","True","4.8"
"296","América Formas","Electrónicos","738.32","252.03","198","Peñas y Fabregat S.L.N.E","2024-06-07","True","2.0"
"297","Texto Marco","Deportes","707.0","111.21","313","Almudena Amigó Peiró S.L.N.E","2024-02-06","False","3.8"
"298","Deben Meses","Moda","208.18","72.19","37","Supermercados UHE S.A.D","2024-12-20","False","1.7"
"299","Están Este","Libros","450.66","48.46","349","Quirós y Poza S.A.D","2025-01-18","False","3.7"
"300","Según Político","Libros","74.29","273.37","456","Restauración Ibérica S.L.L.","2024-06-08","False","4.4"
"301","Llama Objetivo","Libros","712.47","351.61","89","Sara Prieto Tormo S.Com.","2025-06-24","False","3.0"
"302","Medidas Ver","Electrónicos","985.28","397.07","121","Carrera y Morcillo S.A.","2023-12-04","False","1.1"
"303","Teoría Ninguna","Juguetes","576.55","236.37","282","Alfonso y asociados S.Com.","2024-07-07","True","3.4"
"304","Fuego Últimos","Electrónicos","75.09","202.09","367","Servicios ML S.L.","2025-07-17","False","3.1"
"305","Visita Exterior","Moda","825.11","41.51","497","Comercializadora Carreras S.Com.","2025-06-02","False","3.6"
"306","Incluso Bueno","Moda","471.17","261.09","65","Haroldo Bolaños Bosch S.L.N.E","2024-06-29","True","4.1"
"307","Jóvenes Española","Hogar","438.29","455.8","28","Familia Ripoll S.L.L.","2024-05-11","True","3.1"
"308","Mujer Corte","Deportes","173.01","164.72","363","Acosta y Ramis S.Coop.","2025-07-30","True","2.4"
"309","Hacerlo Trabajar","Juguetes","895.98","423.74","128","Talleres Internacionales S.L.L.","2025-09-30","True","3.5"
"310","Meses Puede","Juguetes","281.71","314.39","314","Hermanos Solé S.A.","2024-11-19","True","3.0"
"311","Sistemas Libertad","Hogar","595.89","292.42","87","Noa Moll Company S.A.","2024-02-16","False","4.4"
"312","Elecciones Sectores","Juguetes","50.78","432.57","41","Llano y Falcón S.Coop.","2024-05-21","True","4.8"
"313","Dirección Francia","Juguetes","272.01","109.35","292","Esteve y asociados S.Com.","2024-11-26","False","3.5"
"314","Falta C","Electrónicos","503.06","315.45","148","Promociones QPSU S.Com.","2025-04-24","False","2.9"
"315","Seis Particular","Libros","412.03","229.5","352","Despacho FRVB S.Coop.","2025-02-24","True","1.6"
"316","Tan Uno","Moda","489.41","105.99","310","Muñoz y asociados S.Coop.","2023-11-26","True","2.3"
"317","Igual Medio","Libros","326.12","494.07","176","Barrios y Vigil S.Com.","2024-12-08","False","1.5"
"318","Socialista Ciudad","Deportes","519.83","57.56","123","Suministros Carnero & Asociados S.A.","2023-12-06","False","1.5"
"319","Permite Productos","Moda","255.44","52.92","148","Finanzas EDT S.L.N.E","2024-07-04","False","4.5"
"320","Resultados Generales","Moda","255.79","433.33","81","Hnos España S.C.P","2023-11-26","False","4.7"
"321","Torno Miedo","Libros","319.59","382.75","255","Reyes y Sedano S.L.","2024-01-22","False","3.0"
"322","Fuera Instituciones","Deportes","502.4","49.57","201","Fábrica Perea & Asociados S.L.","2025-02-11","False","4.9"
"323","Sabe Sala","Hogar","587.51","29.09","144","Farmaceútica Muro y asociados S.Com.","2024-03-27","False","3.4"
"324","Ver Formas","Libros","675.8","146.45","4","Talleres Vives & Asociados S.A.","2024-12-31","True","2.7"
"325","Tienen Resto","Deportes","730.23","383.11","187","Minería Rico & Asociados S.L.","2024-03-31","True","2.6"
"326","Empresa Presencia","Juguetes","566.2","184.45","147","Manola Lerma Carreras S.L.N.E","2024-10-10","True","2.5"
"327","U Estaban","Moda","766.76","143.46","319","Comercializadora Almagro y asociados S.A.","2023-11-18","True","1.5"
"328","Estaban Sola","Electrónicos","399.96","398.47","173","Alcaraz y Galán S.A.","2025-01-04","False","4.0"
"329","Personal Importantes","Hogar","606.44","203.69","20","Infraestructuras Castellana S.L.N.E","2024-11-14","True","1.2"
"330","Tiempo Comercio","Libros","339.71","239.5","233","Banco Grande S.Coop.","2025-07-25","True","3.4"
"331","Un Profesional","Juguetes","148.38","466.03","163","Hnos Avilés S.A.","2025-04-29","True","2.6"
"332","Actividades García","Juguetes","741.93","153.12","172","Ángel y asociados S.A.","2025-04-20","False","3.8"
"333","Atención Conseguir","Deportes","480.14","13.24","169","Instalaciones LMK S.L.L.","2025-04-12","True","4.9"
"334","Trabajar Sociales","Juguetes","314.6","449.89","446","Supermercados del Levante S.L.","2025-01-18","True","3.4"
"335","Riesgo Tampoco","Deportes","967.4","392.54","397","Cerro y Pablo S.L.N.E","2024-10-15","True","3.9"
"336","Atrás Comercio","Juguetes","485.64","264.5","369","Alimentación Bauzà S.L.N.E","2024-11-25","False","1.6"
"337","Dan En","Libros","249.77","288.42","358","Pardo y asociados S.Com.","2025-09-12","True","1.8"
"338","Carácter Luis","Moda","320.56","79.96","353","Hnos Polo S.Coop.","2025-01-02","True","2.6"
"339","Con Miembros","Juguetes","921.32","437.04","376","Irene Galan Girón S.A.","2025-08-03","True","3.8"
"340","Estaban Capaz","Juguetes","215.27","165.9","339","Mayol y asociados S.L.","2025-05-21","False","3.1"
"341","Europea Haber","Deportes","957.12","232.53","272","Manufacturas UUD S.Com.","2024-07-16","False","3.2"
"342","Sólo Solo","Libros","774.27","361.86","329","Artemio Conde Carrillo S.C.P","2024-09-14","False","3.4"
"343","Libros Cualquier","Hogar","957.76","143.11","152","Supermercados WOTK S.L.N.E","2024-08-20","True","4.8"
"344","Hubiera Lado","Deportes","773.46","353.93","353","Manufacturas del Noroeste S.L.","2024-03-18","False","2.3"
"345","Como Otras","Deportes","564.88","467.57","369","Distribuciones Figueroa S.L.N.E","2025-01-21","False","2.2"
"346","Sobre Buen","Juguetes","679.86","192.95","202","Inmobiliaria Salmerón S.Com.","2025-08-31","False","4.8"
"347","En Padre","Hogar","297.55","147.38","365","Alimentación Salamanca S.A.","2024-07-12","True","2.4"
"348","Fueron Él","Moda","659.41","374.93","109","Finanzas Ibérica S.A.T.","2025-02-07","True","4.3"
"349","Varias Larga","Deportes","933.69","349.6","70","Estefanía Sanchez Cabezas S.A.","2024-01-21","True","3.5"
"350","Encuentran Alto","Juguetes","246.89","30.13","463","Familia Zamora S.A.","2024-10-25","True","3.6"
"351","Llamado Caso","Electrónicos","109.2","168.5","241","Manu Tomé Solano S.L.","2023-11-01","True","3.7"
"352","Esfuerzo Mañana","Hogar","15.13","277.42","475","Comercializadora Estrada y asociados S.A.","2025-04-24","True","2.6"
"353","Mejor Fuerte","Moda","482.67","103.73","493","Supermercados Españolas S.A.","2025-06-23","False","2.3"
"354","Jóvenes Cuenta","Libros","68.57","385.52","333","Reguera y Reguera S.Coop.","2024-08-15","True","3.1"
"355","Importantes Música","Libros","851.83","23.46","471","Lorenzo y asociados S.L.","2025-02-06","True","2.7"
"356","Mayoría Gracias","Hogar","934.58","22.99","428","Pastor Montoya Tenorio S.Coop.","2025-07-11","False","4.2"
"357","Viejo D","Hogar","937.24","481.26","474","Transportes Cortés S.L.N.E","2023-11-01","False","4.5"
"358","Crecimiento Hacer","Electrónicos","305.41","303.38","475","Transportes Alcázar S.Com.","2024-05-11","False","2.1"
"359","Organización Falta","Libros","547.87","249.49","480","Banca Privada PCJU S.C.P","2025-07-05","True","4.4"
"360","Informe Algún","Moda","280.11","405.36","169","Industrias del Levante S.C.P","2024-01-07","True","3.9"
"361","Interés Cuestión","Libros","264.69","97.17","377","Ugarte y Sebastián S.L.N.E","2025-02-10","False","4.2"
"362","Mejor Interior","Juguetes","677.66","100.61","312","Fernandez y Godoy S.Coop.","2025-09-27","False","4.3"
"363","Pasa Mes","Juguetes","334.65","203.41","48","Comercializadora del Levante S.Com.","2024-02-02","True","4.9"
"364","Propia Persona","Moda","330.37","127.78","133","Menendez y Palmer S.C.P","2023-11-26","False","1.9"
"365","Nadie Dónde","Deportes","954.49","154.46","370","Construcción del Sur S.Com.","2025-04-27","True","2.0"
"366","Para Uno","Deportes","695.84","35.75","60","Desarrollo Española S.Coop.","2024-10-03","False","2.2"
"367","También Francia","Moda","689.21","461.94","454","Coll y asociados S.A.","2024-05-29","False","3.8"
"368","Sabía Antes","Libros","916.97","151.04","314","Desarrollo Anglada S.Com.","2025-01-27","True","1.9"
"369","Antonio Asimismo","Hogar","483.4","230.21","310","Ariza y Guillen S.Coop.","2023-11-02","False","2.7"
"370","Todo Reunión","Juguetes","913.67","379.89","410","Soluciones Olmo S.A.","2025-01-16","True","4.0"
"371","Hasta Días","Libros","757.19","437.2","41","Aureliano Miguel Castillo S.A.","2024-11-30","False","3.1"
"372","América Caso","Deportes","87.32","284.26","31","Darío Amaya Mendoza S.L.L.","2024-08-19","True","3.3"
"373","Resulta Papel","Hogar","172.89","427.97","226","Carrasco y asociados S.A.","2024-06-08","True","3.7"
"374","Voy Caso","Libros","587.32","50.02","261","Comercial Teruel y asociados S.A.U","2024-06-12","False","4.2"
"375","Mismos Camino","Moda","140.62","210.64","288","Diaz y Calleja S.L.N.E","2023-12-07","True","3.2"
"376","Asimismo Muerte","Libros","808.85","363.02","202","Comercializadora del Mediterráneo S.L.L.","2024-10-01","False","4.3"
"377","Esos Revolución","Libros","225.72","41.15","216","Vicenta Pintor Chamorro S.Com.","2025-08-07","False","3.8"
"378","U Libros","Juguetes","994.18","467.62","35","Fiol & Asociados S.Coop.","2024-05-04","False","1.1"
"379","Informe Estudio","Moda","188.18","72.04","328","Coll y Cañete S.Com.","2025-10-09","False","2.5"
"380","Quien Propia","Moda","454.05","458.97","193","Lopez y asociados S.L.","2024-07-11","False","1.3"
"381","Busca Grado","Libros","875.81","70.83","440","Promociones Española S.L.N.E","2025-08-19","False","1.5"
"382","Cuestión Área","Juguetes","399.13","68.04","114","Jimena Clavero Almazán S.A.","2024-09-02","True","4.0"
"383","Aun Dado","Deportes","468.37","360.95","217","Valderrama y asociados S.Com.","2023-11-01","False","4.3"
"384","Bien Contrario","Hogar","466.02","81.79","96","Banco Pacheco S.L.","2024-12-10","True","1.1"
"385","Entrada Cual","Libros","425.05","384.2","452","Palomo y asociados S.L.","2025-08-22","True","2.0"
"386","Estuvo Quienes","Electrónicos","109.89","21.62","306","Supermercados Inteligentes S.Com.","2025-08-09","True","2.0"
"387","Tierra Humana","Electrónicos","408.24","121.0","111","Palomo & Asociados S.A.D","2025-08-25","True","1.6"
"388","Quería Unidos","Deportes","241.82","458.62","294","Santiago y asociados S.A.","2023-11-19","False","3.3"
"389","Pedro Capacidad","Libros","820.2","122.27","448","Familia Paz S.L.","2024-04-17","True","4.9"
"390","Ella Poder","Juguetes","228.83","153.75","31","Finanzas Rubio S.Coop.","2025-01-24","True","3.5"
"391","Mayo Podemos","Moda","560.29","28.21","176","Hermanos Carbonell S.L.","2024-01-05","False","4.1"
"392","Recuerdo Bueno","Deportes","699.35","207.09","153","Industrias Pagès y asociados S.Com.","2024-03-18","False","1.7"
"393","Pronto Otros","Juguetes","478.78","425.42","153","Familia Garay S.L.","2024-10-19","True","4.2"
"394","Próximo Menos","Electrónicos","566.76","484.05","285","Inversiones Iberia S.Coop.","2024-10-07","True","2.6"
"395","General Para","Deportes","211.3","325.12","472","Despacho Domingo S.A.","2025-10-15","False","4.4"
"396","Capaz Podría","Electrónicos","540.28","415.56","26","Hermanos Martí S.L.L.","2024-10-30","False","2.5"
"397","Práctica Ex","Juguetes","606.89","437.44","96","Gallardo y asociados S.L.","2024-08-17","True","2.9"
"398","Contrario República","Deportes","310.16","454.95","108","Cloe Baños Zaragoza S.Com.","2023-11-25","True","4.8"
"399","Ya Tampoco","Electrónicos","749.41","378.39","468","Finanzas Merino & Asociados S.L.","2025-10-25","True","3.8"
"400","Primera Produce","Libros","212.47","457.99","282","Banca Privada Vilar S.Com.","2025-10-19","False","4.1"
"401","Será Policía","Moda","471.59","326.12","157","Familia Borja S.L.L.","2024-05-26","False","2.4"
"402","Esta Pedro","Moda","471.34","402.39","369","Roda & Asociados S.L.N.E","2025-08-08","False","4.0"
"403","Función Sé","Deportes","915.19","188.5","211","Trinidad Pascual Guzman S.Com.","2025-08-21","True","3.3"
"404","Haya Cuyo","Hogar","743.84","13.03","283","Mur y asociados S.A.D","2023-10-30","False","2.2"
"405","Mayor Entrar","Hogar","336.57","193.02","426","Compañía Santamaria S.Com.","2024-04-05","True","3.0"
"406","Centros Humano","Libros","944.03","172.09","390","Alimentación Miró S.A.","2025-08-01","False","4.9"
"407","Organización Empresa","Libros","742.2","233.11","375","Varela y Jáuregui S.A.","2025-04-24","False","1.7"
"408","Especialmente Esos","Libros","551.08","96.1","455","Iglesias y Palau S.Coop.","2024-05-02","True","3.1"
"409","Primero Rosa","Electrónicos","945.74","335.77","391","Construcción IB S.Com.","2024-11-10","True","2.6"
"410","Muerto Decir","Libros","239.12","355.05","4","Comercial del Noroeste S.L.N.E","2024-06-16","True","3.0"
"411","Cualquier Mujer","Deportes","69.85","320.68","478","Soluciones Hernández y asociados S.L.U.","2024-06-12","False","3.6"
"412","Período Productos","Electrónicos","16.55","278.06","6","Manufacturas RGKQ S.L.","2024-03-25","True","3.1"
"413","Tiene Pp","Deportes","540.38","146.91","257","Gual y Roldan S.L.N.E","2025-04-13","False","4.2"
"414","Nuestra Guerra","Hogar","115.95","52.68","76","Consultoría Inteligentes S.L.N.E","2025-08-03","True","1.8"
"415","Distintas Duda","Juguetes","259.89","180.45","407","Logística Ibérica S.A.D","2025-02-18","False","1.3"
"416","Este Mitad","Moda","464.41","125.39","356","Supermercados Vendrell & Asociados S.A.","2025-08-12","True","2.2"
"417","Tendrá M","Electrónicos","657.2","429.82","388","Alimentación del Norte S.A.","2024-02-16","True","1.4"
"418","Ese Nada","Moda","383.4","240.62","326","Suministros Torrecilla y asociados S.L.L.","2025-07-26","True","3.8"
"419","Ejemplo Resto","Electrónicos","504.86","219.79","401","Tecnologías Andrade S.A.","2025-01-30","False","3.3"
"420","Tiene Países","Electrónicos","895.84","459.98","117","Sanjuan & Asociados S.Coop.","2024-01-24","True","4.6"
"421","Ellos Mirada","Libros","888.68","240.37","23","Hotel Cueto S.L.","2025-02-03","True","3.7"
"422","Etapa Película","Deportes","900.32","283.94","16","Rebollo & Asociados S.L.","2025-06-12","True","4.7"
"423","Antes Cambio","Deportes","25.5","107.54","73","Transportes Peña y asociados S.Coop.","2023-11-19","False","4.7"
"424","R Oficial","Deportes","170.83","124.03","427","Promociones Madrigal S.Com.","2024-12-04","False","3.7"
"425","Puesto Producto","Juguetes","338.41","379.03","71","Maite Hoyos Avilés S.Coop.","2024-07-22","True","3.0"
"426","Ni Origen","Deportes","63.16","221.36","429","Evangelina Aragonés Pascual S.Com.","2025-02-05","True","2.4"
"427","Sido Aquí","Juguetes","955.31","201.37","396","Tecnologías Cerezo y asociados S.L.N.E","2025-01-17","False","1.1"
"428","Buscar Presente","Deportes","785.71","228.02","116","Aliaga & Asociados S.C.P","2024-02-28","False","3.2"
"429","Fue Época","Moda","437.53","341.45","338","Banco OA S.A.","2024-03-21","False","1.3"
"430","Dónde Igual","Juguetes","302.43","126.99","37","Casal y asociados S.Coop.","2025-05-11","True","2.1"
"431","Aun Mismos","Moda","714.56","318.78","378","Soluciones Inteligentes S.L.L.","2025-08-30","False","2.3"
"432","Tema Propios","Electrónicos","100.61","471.77","227","Familia Carlos S.L.N.E","2024-01-29","False","4.0"
"433","Que Qué","Electrónicos","141.18","97.76","229","Supermercados Cuevas S.A.","2025-03-19","False","1.4"
"434","Efectos Podrá","Electrónicos","360.38","51.07","306","Suministros PT S.L.L.","2025-03-27","False","4.5"
"435","Condiciones Tienen","Electrónicos","298.93","196.96","43","Familia Marcos S.A.","2024-08-21","True","3.3"
"436","Objeto Etc","Hogar","688.46","88.9","137","Bernad y asociados S.Com.","2025-07-06","False","2.1"
"437","Resulta Profesional","Hogar","72.63","220.16","215","Talleres Ribes & Asociados S.Coop.","2025-04-27","False","2.9"
"438","Curso Volver","Electrónicos","367.51","472.39","369","Finanzas Losada & Asociados S.Coop.","2024-02-15","False","3.4"
"439","Vida Vuelve","Hogar","463.28","72.07","3","Armas & Asociados S.L.","2024-10-22","False","2.3"
"440","Sigue Secretario","Juguetes","386.09","431.79","225","Ámbar Vila Torralba S.Coop.","2024-06-11","False","2.7"
"441","Ella Hacerlo","Libros","974.48","72.38","164","Servicios Globales S.A.","2025-04-17","True","2.9"
"442","Grande Podemos","Hogar","964.93","484.52","149","Farmaceútica del Sur S.L.N.E","2025-10-26","False","4.9"
"443","Tenido Esta","Hogar","332.63","143.75","402","Hnos Mena S.L.L.","2025-02-21","False","2.5"
"444","Historia Respuesta","Juguetes","207.8","498.65","92","Distribuciones AZSI S.Com.","2024-05-13","True","4.8"
"445","Cómo Flores","Moda","943.55","108.78","408","Cárdenas y Pardo S.C.P","2025-01-26","False","4.3"
"446","Entonces Historia","Electrónicos","820.78","398.85","209","Candelario Raya Blazquez S.Com.","2025-06-10","False","1.6"
"447","Sea Nosotros","Deportes","249.6","331.04","366","Restauración del Sur S.Coop.","2024-01-29","False","4.2"
"448","Evitar He","Electrónicos","454.58","300.98","298","Soluciones BLA S.A.","2025-06-11","False","3.1"
"449","Imposible Libre","Libros","424.12","23.2","495","Logística Internacionales S.Coop.","2025-08-27","False","3.8"
"450","Poner Nuevas","Juguetes","597.88","457.63","55","Consultoría EW S.A.","2024-07-08","True","3.6"
"451","Sangre Situación","Deportes","174.68","308.28","288","Fábrica Arévalo y asociados S.A.","2024-05-17","False","4.9"
"452","Hacen Elecciones","Deportes","966.06","218.08","5","Tecnologías Río S.C.P","2024-02-18","True","2.0"
"453","Bien Tarde","Juguetes","749.38","281.21","352","Eric Nogueira Alberdi S.A.","2024-10-26","True","2.8"
"454","Los Buen","Moda","468.43","341.38","353","Logística del Sur S.Com.","2025-07-12","True","2.4"
"455","Será Dan","Electrónicos","487.94","151.24","471","Inmobiliaria Cobo S.Com.","2025-02-28","True","1.5"
"456","Crisis Tierra","Libros","150.26","159.39","233","Despacho ROLJ S.A.","2024-06-08","True","3.1"
"457","Trabajo Día","Deportes","481.4","221.89","356","Lourdes Gomila Uría S.L.L.","2023-10-27","False","2.3"
"458","Cuales Edad","Deportes","54.24","356.84","11","Hnos Bernat S.L.","2024-02-03","False","3.6"
"459","Poco Fueron","Libros","802.05","465.31","379","Restauración Enríquez S.L.U.","2024-10-25","True","3.1"
"460","Mayo Deja","Juguetes","168.53","282.13","490","Familia Arroyo S.Coop.","2024-05-08","False","1.9"
"461","Conocimiento Época","Moda","633.46","97.26","336","Banca Privada Ibérica S.Com.","2024-08-21","False","2.6"
"462","Cargo Pero","Libros","617.97","102.68","303","Alimentación VTI S.Coop.","2025-10-25","False","2.6"
"463","Madre Muy","Libros","222.65","142.78","360","Martinez y Álamo S.L.N.E","2023-12-04","True","3.3"
"464","Destino Adelante","Juguetes","195.09","166.36","234","Supermercados Parra S.Com.","2024-03-10","True","2.0"
"465","Manuel Baja","Moda","532.44","321.36","305","Carmelo Adán Franco S.L.","2023-12-17","False","3.4"
"466","Río Sería","Juguetes","123.09","179.23","234","Comercializadora OAW S.A.","2023-11-28","True","4.3"
"467","Conjunto Razón","Libros","802.61","459.75","302","Infraestructuras Diego y asociados S.Coop.","2024-08-06","True","3.7"
"468","Pequeña Clase","Deportes","126.68","156.16","93","Familia Cuéllar S.Coop.","2024-07-27","False","3.8"
"469","Argentina Relación","Juguetes","394.58","300.23","294","Quero y Serra S.Coop.","2025-03-10","False","2.7"
"470","Cuenta Carrera","Moda","639.15","348.25","330","Grupo Linares S.A.","2025-03-16","True","3.2"
"471","Estos Qué","Moda","295.95","97.61","431","Logística Ibérica S.L.","2024-06-21","False","3.5"
"472","Universidad Aquellas","Deportes","952.32","244.88","99","Banco GPZ S.L.","2024-02-04","False","4.9"
"473","Quiere Necesario","Juguetes","656.54","207.52","251","Familia Salinas S.Com.","2024-06-12","False","3.8"
"474","Ir Llega","Moda","493.81","45.92","15","Finanzas Integrales S.Coop.","2024-03-04","True","2.2"
"475","Sigue Marcha","Deportes","232.59","147.89","399","Alfonso & Asociados S.L.U.","2023-12-15","False","3.3"
"476","Esos Aspectos","Moda","554.23","61.04","58","Suministros PELE S.L.","2024-01-31","False","4.1"
"477","Domingo Solo","Deportes","546.62","379.61","389","Ezequiel Quiroga Pont S.L.","2024-04-26","False","3.2"
"478","Siete Igual","Moda","111.39","415.89","384","Banco Cuéllar & Asociados S.L.N.E","2024-10-06","True","2.2"
"479","He Principales","Electrónicos","455.24","177.55","418","Instalaciones Solera & Asociados S.L.","2024-01-21","True","2.8"
"480","Serán Española","Electrónicos","777.88","122.29","415","Llorente y Iglesias S.A.U","2024-10-29","False","4.4"
"481","Opinión Programas","Juguetes","636.44","87.16","71","Villalonga & Asociados S.L.L.","2025-04-12","True","4.3"
"482","Mercado Seguro","Electrónicos","574.37","268.48","305","Torres y Vaquero S.A.","2025-10-09","True","2.3"
"483","Parece Cuenta","Libros","299.71","288.5","487","Pareja y Pinto S.Coop.","2024-11-29","True","1.5"
"484","Función Sistema","Moda","919.58","496.28","443","Alimentación Prat y asociados S.Com.","2024-07-13","True","3.8"
"485","Cuando Palabras","Hogar","257.18","357.14","424","Hermanos Vilaplana S.A.","2025-07-03","True","4.0"
"486","Llegar Puerto","Libros","398.77","75.37","323","Distribuciones Iñiguez S.A.","2024-07-30","False","3.5"
"487","Personal Posibilidad","Moda","457.47","318.65","450","Comercial Blasco & Asociados S.A.","2023-12-12","True","2.6"
"488","Papel Allá","Libros","285.44","468.49","188","Infraestructuras DD S.L.N.E","2025-08-19","False","4.8"
"489","Administración Miedo","Deportes","586.14","435.11","433","Familia Aragón S.L.U.","2025-04-18","True","3.9"
"490","Señor Control","Moda","638.49","350.16","435","Minería Saldaña S.Coop.","2025-03-25","True","4.2"
"491","Será Diez","Moda","225.65","217.67","108","Familia Gomis S.L.","2024-07-06","False","2.1"
"492","Embargo Rey","Deportes","344.38","291.08","289","Minería XDN S.Coop.","2025-05-07","False","4.2"
"493","Pequeño Embargo","Libros","764.63","27.74","320","Vaquero & Asociados S.L.U.","2025-03-23","False","1.1"
"494","Va Sola","Hogar","446.87","5.33","490","Hernández & Asociados S.L.N.E","2025-05-14","False","1.8"
"495","Creo Julio","Libros","910.31","441.66","154","Logística Iberia S.L.N.E","2024-12-27","True","4.5"
"496","Capaz Análisis","Deportes","102.41","183.42","42","Zoraida Ferrando Vergara S.A.","2023-11-14","False","3.7"
"497","Minutos Movimiento","Libros","173.87","201.19","156","Jaén y Luz S.Coop.","2024-03-10","True","2.7"
"498","Flores Tarde","Electrónicos","706.66","5.54","244","Grupo Macías S.L.","2024-10-18","True","1.5"
